Frame,TopLeftCornerX,TopLeftCornerY,Length,Height
4765,59.5,135.5,95,31
4765,115.5,283.5,231,145
4765,507.5,191.5,64,31
4765,563.5,211.5,33,23
4767,0.5,203.5,76,26
4767,587.5,207.5,107,26
4767,691.5,167.5,29,64
4769,296.5,326.5,99,26
4770,559.5,55.5,24,30
4773,329.5,159.5,41,34
4774,186.5,73.5,282,197
4774,408.5,100.5,98,80
4775,392.5,299.5,62,21
4775,569.5,249.5,83,66
4775,651.5,238.5,69,58
4777,532.5,198.5,21,23
4778,3.5,262.5,21,21
4779,247.5,247.5,73,31
4779,500.5,161.5,118,48
4779,663.5,110.5,57,23
4782,0.5,0.5,37,23
4782,212.5,58.5,26,27
4782,236.5,69.5,57,47
4782,304.5,123.5,46,39
4782,401.5,160.5,23,24
4784,296.5,147.5,36,39
4784,359.5,173.5,116,63
4784,454.5,178.5,36,28
4785,0.5,291.5,72,46
4785,84.5,213.5,21,23
4785,653.5,198.5,41,23
4785,692.5,196.5,28,26
4788,123.5,309.5,27,30
4789,141.5,357.5,70,42
4789,351.5,234.5,26,21
4789,394.5,260.5,45,21
4789,422.5,223.5,56,40
4789,538.5,129.5,31,27
4790,24.5,198.5,84,29
4790,107.5,193.5,38,26
4790,318.5,141.5,30,23
4790,436.5,92.5,63,72
4793,248.5,299.5,72,21
4794,191.5,52.5,100,26
4794,633.5,118.5,77,95
4794,646.5,268.5,74,102
4797,658.5,304.5,62,53
4798,506.5,215.5,60,34
4798,542.5,272.5,63,28
4798,683.5,303.5,36,26
4799,651.5,161.5,24,27
4802,22.5,394.5,357,86
4802,380.5,452.5,165,28
4803,124.5,243.5,70,30
4804,19.5,260.5,42,22
4805,327.5,261.5,110,27
4805,627.5,217.5,93,35
4806,0.5,258.5,77,43
4806,0.5,331.5,69,46
4806,74.5,236.5,124,60
4806,545.5,299.5,84,41
4806,630.5,309.5,26,31
4808,92.5,240.5,52,23
4810,0.5,0.5,306,359
4810,316.5,298.5,224,169
4811,0.5,253.5,57,31
4811,117.5,193.5,40,35
4813,0.5,271.5,34,36
4813,30.5,183.5,34,22
4813,220.5,174.5,65,27
4813,286.5,166.5,241,102
4814,339.5,0.5,77,44
4815,287.5,260.5,225,107
4815,459.5,147.5,38,38
4815,650.5,81.5,54,35
4816,535.5,170.5,36,22
4818,520.5,226.5,86,50
4818,609.5,238.5,39,25
4819,0.5,13.5,31,28
4819,0.5,101.5,113,134
4819,40.5,0.5,50,23
4819,99.5,94.5,122,59
4819,102.5,0.5,64,26
4819,146.5,0.5,79,23
4819,303.5,0.5,43,40
4819,355.5,25.5,46,28
4819,512.5,326.5,208,154
4820,26.5,280.5,214,68
4820,475.5,297.5,142,85
4820,498.5,206.5,38,26
4821,379.5,163.5,185,72
4824,293.5,188.5,129,145
4824,421.5,293.5,48,44
4824,503.5,437.5,30,25
4824,531.5,404.5,189,76
4824,535.5,205.5,27,28
4824,624.5,209.5,75,39
4825,22.5,130.5,33,25
4825,134.5,172.5,69,27
4826,53.5,333.5,39,27
4826,93.5,310.5,30,28
4826,191.5,259.5,33,28
4826,340.5,191.5,58,41
4827,0.5,324.5,169,137
4827,559.5,85.5,161,127
4827,655.5,0.5,47,28
4829,6.5,0.5,103,50
4829,286.5,0.5,61,30
4831,73.5,90.5,125,96
4831,562.5,127.5,131,40
4833,299.5,40.5,230,160
4833,458.5,25.5,70,29
4833,531.5,4.5,114,107
4833,624.5,86.5,54,54
4833,695.5,106.5,24,24
4835,199.5,211.5,41,36
4835,320.5,136.5,42,26
4835,356.5,179.5,65,28
4835,402.5,151.5,51,39
4835,512.5,185.5,41,41
4835,570.5,244.5,107,28
4835,648.5,280.5,46,21
4835,685.5,239.5,33,29
4836,501.5,111.5,40,31
4836,580.5,272.5,140,101
4836,620.5,215.5,66,35
4839,0.5,173.5,30,42
4839,67.5,191.5,121,34
4839,694.5,150.5,26,25
4841,23.5,279.5,56,21
4843,315.5,15.5,27,27
4843,431.5,206.5,38,56
4845,133.5,68.5,337,150
4846,93.5,16.5,35,30
4846,197.5,24.5,56,39
4846,258.5,36.5,69,43
4846,359.5,90.5,63,21
4847,265.5,192.5,33,21
4847,294.5,145.5,128,65
4847,437.5,152.5,32,21
4847,480.5,158.5,68,34
4848,85.5,278.5,29,33
4848,355.5,91.5,33,42
4848,588.5,70.5,80,27
4850,371.5,28.5,40,45
4850,427.5,63.5,50,40
4850,512.5,188.5,65,80
4850,593.5,181.5,55,64
4851,340.5,127.5,36,23
4852,188.5,66.5,50,36
4852,368.5,94.5,36,23
4852,411.5,136.5,76,24
4852,462.5,117.5,98,47
4852,559.5,142.5,42,34
4852,624.5,381.5,96,99
4852,632.5,173.5,47,32
4854,562.5,226.5,43,22
4855,2.5,157.5,28,24
4855,49.5,134.5,44,51
4855,253.5,138.5,43,23
4855,310.5,133.5,40,27
4855,372.5,116.5,34,38
4855,443.5,126.5,54,41
4856,0.5,66.5,21,28
4856,346.5,100.5,61,36
4856,363.5,95.5,21,22
4856,487.5,139.5,29,30
4856,554.5,169.5,166,261
4858,50.5,152.5,120,109
4858,363.5,99.5,114,65
4860,120.5,119.5,42,26
4860,320.5,199.5,38,24
4860,424.5,254.5,70,30
4861,481.5,181.5,46,32
4863,563.5,186.5,31,22
4863,604.5,195.5,27,23
4864,230.5,36.5,32,26
4864,268.5,24.5,81,62
4864,347.5,55.5,30,21
4865,194.5,0.5,26,23
4869,128.5,172.5,84,37
4869,160.5,133.5,33,39
4870,95.5,167.5,112,23
4870,576.5,209.5,102,35
4872,56.5,126.5,43,38
4872,145.5,196.5,43,28
4874,121.5,329.5,90,57
4874,139.5,194.5,59,26
4874,487.5,177.5,48,31
4877,8.5,30.5,68,32
4880,112.5,161.5,27,24
4880,560.5,136.5,62,37
4881,116.5,397.5,92,64
4881,153.5,305.5,38,21
4881,201.5,406.5,116,59
4881,355.5,370.5,62,24
4881,359.5,437.5,256,43
4881,398.5,401.5,65,22
4881,417.5,343.5,36,24
4881,433.5,300.5,31,21
4881,534.5,306.5,22,21
4881,564.5,384.5,91,21
4882,0.5,167.5,22,64
4882,6.5,155.5,60,68
4882,33.5,125.5,32,26
4882,91.5,138.5,78,36
4884,431.5,146.5,111,37
4885,9.5,114.5,29,23
4885,212.5,74.5,29,31
4885,673.5,123.5,22,21
4887,83.5,132.5,53,29
4887,125.5,138.5,50,22
4888,5.5,112.5,67,31
4888,53.5,90.5,39,33
4888,160.5,116.5,90,62
4888,268.5,227.5,146,37
4888,386.5,115.5,37,46
4888,419.5,113.5,58,64
4891,142.5,49.5,73,43
4891,164.5,0.5,285,246
4891,502.5,192.5,39,48
4891,610.5,224.5,44,39
4891,620.5,267.5,60,30
4892,584.5,105.5,59,38
4894,47.5,215.5,155,78
4895,88.5,174.5,102,76
4895,317.5,104.5,36,37
4895,647.5,73.5,37,23
4896,0.5,71.5,93,63
4896,89.5,56.5,42,44
4896,151.5,40.5,138,130
4896,357.5,140.5,56,37
4896,514.5,230.5,62,28
4896,635.5,289.5,66,43
4896,683.5,259.5,37,59
4897,0.5,218.5,21,29
4898,0.5,259.5,39,56
4901,465.5,84.5,81,73
4901,546.5,133.5,43,24
4901,635.5,156.5,37,31
4901,693.5,247.5,27,68
4901,695.5,176.5,21,23
4903,574.5,143.5,29,24
4904,463.5,87.5,25,21
4906,0.5,113.5,64,73
4906,96.5,151.5,73,60
4906,105.5,262.5,68,50
4906,174.5,263.5,77,41
4906,277.5,215.5,47,27
4906,425.5,329.5,49,38
4906,467.5,366.5,59,29
4906,581.5,263.5,139,217
4906,590.5,264.5,60,53
4907,418.5,0.5,79,37
4910,8.5,267.5,51,40
4910,581.5,275.5,21,21
4910,676.5,217.5,30,28
4911,0.5,122.5,121,75
4911,0.5,246.5,351,232
4911,87.5,104.5,41,25
4911,308.5,79.5,60,51
4911,438.5,93.5,67,54
4911,522.5,82.5,198,199
4912,6.5,436.5,37,31
4912,8.5,458.5,30,22
4912,445.5,0.5,275,480
4914,0.5,119.5,21,54
4914,0.5,202.5,108,53
4914,604.5,351.5,116,82
4915,90.5,378.5,46,27
4915,196.5,435.5,134,26
4915,329.5,367.5,102,56
4915,449.5,352.5,47,29
4915,495.5,320.5,116,95
4915,615.5,290.5,79,67
4917,75.5,185.5,143,92
4917,490.5,310.5,59,37
4917,547.5,321.5,137,108
4918,657.5,218.5,21,25
4919,103.5,308.5,73,81
4919,188.5,213.5,60,57
4919,505.5,154.5,77,95
4919,524.5,328.5,196,104
4919,554.5,160.5,61,23
4919,644.5,112.5,36,37
4920,654.5,203.5,44,45
4922,43.5,228.5,70,63
4922,59.5,289.5,118,85
4923,239.5,70.5,53,44
4924,0.5,33.5,27,30
4924,43.5,107.5,48,45
4924,222.5,228.5,59,47
4924,241.5,252.5,87,92
4925,189.5,361.5,36,24
4925,232.5,338.5,95,59
4925,288.5,324.5,51,32
4925,361.5,352.5,73,23
4925,373.5,305.5,41,31
4925,431.5,280.5,66,49
4925,500.5,271.5,32,26
4925,554.5,350.5,28,32
4925,567.5,240.5,53,30
4925,598.5,271.5,59,28
4925,621.5,220.5,36,34
4926,209.5,31.5,136,103
4927,103.5,102.5,118,94
4928,101.5,138.5,38,28
4929,446.5,289.5,274,191
4930,111.5,163.5,59,59
4930,155.5,129.5,55,57
4930,233.5,128.5,65,46
4930,451.5,142.5,67,31
4930,520.5,153.5,60,39
4931,137.5,175.5,56,41
4931,267.5,156.5,106,86
4931,530.5,199.5,45,26
4931,613.5,351.5,107,129
4933,16.5,121.5,44,47
4933,171.5,46.5,21,24
4934,30.5,83.5,48,33
4934,211.5,139.5,25,29
4934,336.5,217.5,29,25
4934,370.5,236.5,32,26
4935,78.5,148.5,30,23
4935,404.5,115.5,47,22
4935,589.5,161.5,111,25
4938,682.5,86.5,38,31
4939,204.5,100.5,152,62
4939,209.5,110.5,26,22
4939,309.5,72.5,43,29
4939,344.5,55.5,29,35
4939,373.5,37.5,66,59
4939,684.5,10.5,34,30
4940,253.5,334.5,42,50
4940,294.5,341.5,39,32
4940,391.5,354.5,45,23
4941,87.5,123.5,53,41
4941,152.5,123.5,112,40
4941,221.5,98.5,61,36
4941,373.5,59.5,61,50
4941,464.5,101.5,62,39
4941,557.5,85.5,49,29
4942,0.5,197.5,159,119
4942,267.5,161.5,45,22
4942,313.5,158.5,94,47
4942,560.5,159.5,86,29
4942,592.5,75.5,98,76
4944,380.5,212.5,25,26
4947,43.5,84.5,35,36
4947,80.5,64.5,57,41
4948,0.5,236.5,108,53
4948,26.5,153.5,35,29
4949,202.5,114.5,95,63
4949,397.5,110.5,62,50
4952,539.5,168.5,97,69
4954,69.5,105.5,34,21
4954,154.5,80.5,21,23
4954,616.5,154.5,25,21
4956,58.5,375.5,391,105
4956,454.5,118.5,73,29
4956,635.5,178.5,43,24
4958,103.5,140.5,88,63
4959,56.5,82.5,37,29
4959,142.5,55.5,35,38
4959,146.5,87.5,67,22
4959,504.5,104.5,179,60
4960,2.5,269.5,403,211
4960,336.5,66.5,32,26
4961,0.5,14.5,43,33
4961,0.5,103.5,333,273
4961,175.5,0.5,67,28
4961,310.5,23.5,26,29
4961,450.5,3.5,32,26
4961,455.5,20.5,221,142
4961,633.5,123.5,58,33
4961,691.5,116.5,29,25
4963,458.5,192.5,21,22
4964,9.5,24.5,114,68
4964,123.5,46.5,47,45
4964,170.5,122.5,78,39
4964,309.5,147.5,52,28
4964,314.5,134.5,34,22
4964,362.5,172.5,36,21
4964,453.5,197.5,41,39
4964,504.5,177.5,106,76
4964,608.5,229.5,59,50
4965,290.5,345.5,44,36
4966,0.5,397.5,50,39
4966,37.5,372.5,40,37
4966,312.5,102.5,39,45
4966,351.5,98.5,46,28
4966,465.5,52.5,129,84
4968,130.5,262.5,34,23
4969,0.5,237.5,316,243
4969,575.5,109.5,107,109
4970,0.5,329.5,31,32
4970,102.5,232.5,25,24
4970,388.5,208.5,132,64
4970,448.5,276.5,176,47
4970,620.5,198.5,68,40
4971,413.5,100.5,45,23
4972,60.5,44.5,29,27
4972,113.5,78.5,45,26
4972,328.5,137.5,46,23
4974,138.5,160.5,68,27
4974,375.5,147.5,57,24
4974,560.5,99.5,32,29
4977,0.5,10.5,31,25
4977,569.5,43.5,147,104
4978,0.5,168.5,326,195
4979,0.5,183.5,96,149
4979,114.5,148.5,50,58
4979,289.5,10.5,142,132
4979,577.5,6.5,48,31
4980,437.5,164.5,35,23
4980,469.5,229.5,121,30
4981,275.5,189.5,51,32
4981,323.5,188.5,92,39
4981,680.5,260.5,40,29
4983,0.5,51.5,215,351
4983,0.5,403.5,206,77
4983,132.5,60.5,38,44
4983,268.5,33.5,110,30
4983,372.5,0.5,100,33
4983,649.5,2.5,66,53
4983,657.5,189.5,63,157
4984,25.5,329.5,72,80
4984,288.5,310.5,53,37
4984,476.5,257.5,38,27
4985,0.5,132.5,506,348
4985,270.5,64.5,126,50
4985,394.5,2.5,113,39
4985,402.5,35.5,108,33
4985,637.5,0.5,83,112
4989,376.5,165.5,24,21
4990,82.5,32.5,71,48
4990,324.5,27.5,82,75
4990,567.5,61.5,34,30
4990,679.5,138.5,41,36
4991,85.5,32.5,96,43
4991,221.5,111.5,77,23
4991,439.5,207.5,81,38
4992,0.5,163.5,194,240
4992,104.5,151.5,57,58
4992,133.5,278.5,270,202
4992,160.5,65.5,129,166
4992,411.5,46.5,66,61
4992,515.5,90.5,168,39
4992,641.5,0.5,79,68
4992,645.5,188.5,75,122
4993,321.5,219.5,54,30
4993,391.5,209.5,45,32
4994,0.5,285.5,192,195
4994,35.5,186.5,50,33
4994,45.5,108.5,37,36
4994,79.5,107.5,55,69
4994,178.5,132.5,51,30
4994,229.5,91.5,55,27
4994,348.5,73.5,65,32
4994,459.5,38.5,88,82
4994,612.5,85.5,26,22
4994,664.5,122.5,42,29
4996,124.5,102.5,54,22
4996,583.5,115.5,137,144
4997,629.5,277.5,91,39
5000,36.5,104.5,117,81
5001,22.5,111.5,81,21
5001,420.5,204.5,76,32
5001,599.5,289.5,54,36
5001,667.5,262.5,50,26
5003,375.5,14.5,44,27
5003,391.5,57.5,48,55
5003,418.5,51.5,46,29
5003,507.5,92.5,69,58
5003,577.5,139.5,38,29
5003,639.5,173.5,32,29
5003,675.5,217.5,38,29
5003,695.5,262.5,25,29
5004,696.5,338.5,24,23
5005,599.5,219.5,55,35
5005,677.5,375.5,43,37
5006,1.5,249.5,63,51
5006,64.5,248.5,63,45
5006,619.5,376.5,101,104
5007,110.5,314.5,37,30
5008,308.5,405.5,39,26
5009,0.5,180.5,78,92
5009,52.5,73.5,182,123
5010,278.5,152.5,93,94
5010,563.5,97.5,80,23
5010,635.5,90.5,85,30
5012,0.5,214.5,241,118
5012,348.5,178.5,121,26
5012,408.5,126.5,58,27
5012,529.5,153.5,40,23
5012,597.5,200.5,49,25
5012,637.5,210.5,72,44
5012,674.5,254.5,46,51
5013,0.5,117.5,197,164
5013,282.5,152.5,65,21
5015,110.5,0.5,71,22
5015,305.5,0.5,48,36
5015,350.5,26.5,33,27
5015,366.5,115.5,145,90
5015,443.5,83.5,29,27
5016,50.5,346.5,60,51
5016,158.5,300.5,23,24
5016,180.5,312.5,32,24
5017,217.5,131.5,25,22
5017,244.5,263.5,217,85
5019,212.5,38.5,48,51
5020,546.5,271.5,36,28
5020,551.5,238.5,41,41
5020,559.5,402.5,39,36
5020,612.5,282.5,38,40
5022,13.5,257.5,95,91
5024,514.5,157.5,48,51
5024,600.5,219.5,54,46
5024,638.5,245.5,79,58
5024,668.5,222.5,28,24
5026,219.5,210.5,72,51
5027,202.5,124.5,24,23
5028,65.5,230.5,31,21
5028,124.5,197.5,32,28
5028,378.5,160.5,35,28
5028,389.5,266.5,38,32
5028,433.5,158.5,22,21
5030,0.5,195.5,112,109
5030,119.5,207.5,37,26
5030,318.5,303.5,316,176
5030,332.5,203.5,67,43
5030,349.5,281.5,72,27
5030,475.5,418.5,187,62
5030,564.5,283.5,58,32
5030,570.5,299.5,150,103
5030,631.5,243.5,40,21
5031,0.5,136.5,36,34
5031,49.5,167.5,35,25
5031,167.5,236.5,70,28
5031,398.5,293.5,128,105
5032,39.5,187.5,26,21
5032,303.5,241.5,62,28
5033,228.5,222.5,129,81
5033,382.5,194.5,86,60
5033,478.5,227.5,69,47
5033,657.5,417.5,63,63
5034,364.5,129.5,53,32
5035,0.5,231.5,103,236
5035,333.5,263.5,42,24
5035,376.5,231.5,57,53
5040,22.5,184.5,98,25
5046,23.5,233.5,39,46
5047,542.5,138.5,56,22
5047,650.5,40.5,60,68
5048,0.5,82.5,74,45
5048,86.5,0.5,90,73
5048,442.5,10.5,172,53
5049,448.5,60.5,42,24
5051,467.5,166.5,35,23
5054,625.5,86.5,88,55
5055,542.5,185.5,31,34
5056,678.5,364.5,42,42
5058,107.5,145.5,210,134
5058,365.5,206.5,43,31
5058,545.5,223.5,80,70
5060,5.5,130.5,91,85
5060,93.5,75.5,38,32
5061,0.5,404.5,143,74
5061,102.5,289.5,42,33
5061,483.5,313.5,98,72
5061,571.5,260.5,22,22
5062,273.5,122.5,103,74
5062,476.5,158.5,32,21
5062,497.5,131.5,39,22
5063,502.5,125.5,56,45
5063,599.5,97.5,77,54
5064,511.5,383.5,162,60
5065,0.5,258.5,39,37
5065,176.5,265.5,39,31
5065,201.5,211.5,68,29
5065,270.5,168.5,192,111
5065,465.5,259.5,21,34
5065,487.5,79.5,233,263
5066,67.5,88.5,44,33
5067,154.5,130.5,26,26
5067,259.5,140.5,61,50
5068,359.5,323.5,101,41
5069,633.5,338.5,49,21
5070,648.5,201.5,68,27
5075,86.5,163.5,31,28
5075,189.5,183.5,36,23
5075,374.5,256.5,211,48
5076,684.5,188.5,36,28
5077,16.5,135.5,35,38
5077,158.5,105.5,41,28
5077,270.5,93.5,71,43
5077,332.5,83.5,21,21
5077,540.5,147.5,99,32
5078,428.5,244.5,73,26
5080,0.5,140.5,47,36
5080,80.5,44.5,300,145
5080,370.5,33.5,35,21
5080,400.5,9.5,32,25
5080,473.5,0.5,117,33
5080,560.5,28.5,47,33
5081,452.5,143.5,40,32
5085,455.5,262.5,112,22
5085,490.5,216.5,141,37
5086,241.5,351.5,157,51
5087,560.5,79.5,29,22
5087,639.5,238.5,76,41
5087,671.5,317.5,49,112
5089,670.5,46.5,35,24
5091,72.5,192.5,120,65
5091,90.5,103.5,71,56
5093,0.5,0.5,162,255
5093,150.5,0.5,168,21
5093,319.5,0.5,62,30
5093,593.5,105.5,77,33
5093,622.5,33.5,37,31
5093,667.5,52.5,22,22
5093,680.5,71.5,40,33
5094,92.5,190.5,141,119
5094,554.5,270.5,61,30
5094,690.5,304.5,30,37
5095,679.5,379.5,41,62
5096,309.5,281.5,238,112
5096,603.5,299.5,117,59
5096,640.5,228.5,23,28
5099,0.5,372.5,59,92
5099,35.5,185.5,37,43
5099,316.5,135.5,124,44
5099,630.5,85.5,90,26
5100,0.5,7.5,31,95
5100,285.5,205.5,154,64
5100,340.5,169.5,39,26
5100,421.5,216.5,299,170
5100,605.5,191.5,47,25
5101,69.5,298.5,76,21
5101,420.5,190.5,83,22
5103,521.5,332.5,114,148
5104,0.5,447.5,23,24
5105,64.5,75.5,26,22
5105,76.5,75.5,90,38
5105,133.5,38.5,50,38
5105,183.5,28.5,58,39
5105,282.5,4.5,33,33
5105,621.5,14.5,21,21
5105,665.5,17.5,33,29
5106,79.5,85.5,54,54
5106,239.5,142.5,125,146
5106,341.5,130.5,124,178
5107,91.5,167.5,24,28
5107,115.5,163.5,36,34
5108,18.5,196.5,158,70
5108,28.5,98.5,42,21
5108,196.5,129.5,76,22
5108,603.5,120.5,117,42
5109,343.5,95.5,71,35
5111,235.5,26.5,81,26
5111,687.5,214.5,33,31
5112,0.5,299.5,137,181
5112,163.5,182.5,70,52
5112,335.5,125.5,108,83
5112,561.5,154.5,24,22
5112,639.5,170.5,38,30
5112,641.5,201.5,58,32
5113,625.5,292.5,60,21
5113,679.5,263.5,34,37
5114,443.5,205.5,37,26
5114,564.5,183.5,67,68
5116,138.5,352.5,26,27
5117,118.5,114.5,70,29
5117,211.5,160.5,94,29
5117,379.5,281.5,341,199
5117,496.5,139.5,50,27
5118,0.5,83.5,53,24
5118,120.5,81.5,43,27
5118,163.5,82.5,44,29
5118,267.5,59.5,76,43
5120,0.5,77.5,61,54
5123,88.5,110.5,26,25
5124,318.5,357.5,219,56
5127,558.5,197.5,105,36
5127,597.5,157.5,77,43
5129,159.5,118.5,36,26
5130,10.5,189.5,47,36
5130,210.5,179.5,29,25
5130,523.5,181.5,55,21
5130,622.5,307.5,98,76
5130,671.5,191.5,36,27
5132,85.5,186.5,33,22
5132,325.5,125.5,87,28
5132,486.5,68.5,52,26
5133,0.5,140.5,28,23
5133,145.5,203.5,54,24
5133,312.5,237.5,59,50
5133,594.5,337.5,22,21
5133,619.5,349.5,41,25
5133,670.5,357.5,35,26
5135,68.5,109.5,30,22
5135,93.5,74.5,28,28
5135,245.5,0.5,62,46
5138,227.5,215.5,129,42
5142,308.5,40.5,48,26
5142,367.5,50.5,85,60
5143,150.5,323.5,101,35
5143,327.5,430.5,86,50
5143,501.5,228.5,219,81
5144,197.5,155.5,28,23
5146,9.5,181.5,48,54
5146,78.5,163.5,41,49
5146,193.5,115.5,48,33
5146,365.5,65.5,73,41
5147,0.5,42.5,65,91
5147,307.5,117.5,98,26
5147,526.5,42.5,100,88
5148,94.5,168.5,72,22
5149,44.5,70.5,100,61
5149,331.5,118.5,68,23
5149,482.5,231.5,52,27
5152,0.5,303.5,36,147
5152,29.5,277.5,112,196
5152,236.5,218.5,46,38
5152,262.5,241.5,55,22
5152,372.5,185.5,51,53
5153,460.5,193.5,53,36
5154,73.5,98.5,77,30
5158,92.5,197.5,27,22
5158,139.5,219.5,23,21
5158,195.5,247.5,72,51
5158,321.5,303.5,38,32
5158,421.5,329.5,25,25
5160,40.5,125.5,64,38
5160,582.5,139.5,138,219
5162,48.5,11.5,42,22
5162,109.5,0.5,35,21
5162,398.5,9.5,256,191
5163,68.5,147.5,21,22
5163,239.5,156.5,32,26
5163,316.5,162.5,81,54
5163,474.5,179.5,43,40
5163,511.5,179.5,44,30
5163,608.5,195.5,26,24
5163,635.5,234.5,59,22
5165,7.5,239.5,47,39
5165,41.5,284.5,84,30
5165,85.5,207.5,52,40
5165,136.5,211.5,30,33
5165,225.5,222.5,75,42
5165,377.5,244.5,152,89
5165,544.5,400.5,176,80
5165,581.5,166.5,139,101
5172,599.5,143.5,36,25
5173,33.5,220.5,24,24
5173,206.5,193.5,67,58
5174,115.5,162.5,94,28
5174,169.5,68.5,69,53
5174,304.5,189.5,38,22
5174,331.5,185.5,79,26
5174,338.5,138.5,61,49
5174,620.5,288.5,45,22
5176,85.5,102.5,30,25
5177,0.5,218.5,28,25
5177,63.5,278.5,111,43
5178,25.5,193.5,41,39
5178,169.5,197.5,59,22
5178,263.5,172.5,100,57
5178,402.5,161.5,47,21
5178,518.5,197.5,131,35
5179,0.5,172.5,24,53
5179,33.5,149.5,84,29
5179,245.5,173.5,140,43
5179,268.5,130.5,92,21
5179,422.5,82.5,77,57
5179,499.5,72.5,51,67
5179,633.5,198.5,87,41
5179,647.5,121.5,70,34
5187,188.5,169.5,30,25
5188,163.5,225.5,50,48
5188,285.5,163.5,104,90
5188,479.5,190.5,60,31
5188,583.5,178.5,88,29
5189,130.5,28.5,54,43
5189,316.5,23.5,95,30
5189,383.5,18.5,25,22
5191,281.5,93.5,30,25
5191,663.5,166.5,57,44
5192,223.5,1.5,25,23
5193,659.5,141.5,52,22
5194,239.5,30.5,36,25
5196,85.5,198.5,40,48
5196,202.5,233.5,45,53
5197,41.5,403.5,169,77
5197,309.5,259.5,63,28
5198,236.5,35.5,25,21
5198,430.5,162.5,50,26
5199,290.5,119.5,51,25
5199,328.5,83.5,133,50
5200,512.5,159.5,197,118
5201,357.5,0.5,363,480
5202,119.5,194.5,47,29
5202,172.5,271.5,149,51
5206,0.5,103.5,37,146
5206,78.5,124.5,90,73
5206,304.5,141.5,44,23
5208,0.5,187.5,26,45
5208,108.5,119.5,23,31
5208,207.5,65.5,52,33
5209,0.5,302.5,51,40
5209,52.5,283.5,116,59
5209,296.5,185.5,84,65
5209,297.5,314.5,102,38
5209,388.5,172.5,48,32
5209,433.5,118.5,107,62
5209,531.5,111.5,37,36
5209,578.5,0.5,142,167
5210,183.5,281.5,190,58
5211,89.5,18.5,196,115
5211,273.5,399.5,113,81
5211,283.5,22.5,134,131
5211,403.5,0.5,116,67
5211,532.5,139.5,84,85
5211,541.5,86.5,65,36
5211,546.5,15.5,47,50
5211,579.5,52.5,75,53
5211,606.5,117.5,27,29
5211,610.5,46.5,110,60
5213,51.5,30.5,28,22
5216,674.5,355.5,38,28
5219,0.5,165.5,22,33
5219,31.5,115.5,21,28
5219,87.5,48.5,56,40
5221,12.5,0.5,69,37
5221,339.5,457.5,28,23
5221,521.5,427.5,54,23
5222,19.5,227.5,23,21
5222,23.5,288.5,36,22
5222,135.5,253.5,88,37
5222,182.5,138.5,35,21
5225,60.5,193.5,25,24
5225,74.5,168.5,26,33
5225,335.5,198.5,73,65
5225,419.5,333.5,146,68
5225,557.5,205.5,25,23
5225,661.5,243.5,59,113
5226,0.5,270.5,43,43
5226,64.5,209.5,54,49
5226,153.5,180.5,54,28
5229,163.5,239.5,26,25
5229,217.5,207.5,103,88
5229,434.5,248.5,55,27
5229,489.5,245.5,25,24
5229,536.5,261.5,38,26
5229,577.5,296.5,106,22
5229,657.5,245.5,47,45
5230,321.5,238.5,104,52
5230,612.5,293.5,108,148
5231,0.5,308.5,62,25
5231,29.5,287.5,48,23
5231,183.5,263.5,72,21
5232,418.5,85.5,302,213
5233,460.5,228.5,56,28
5235,553.5,145.5,51,43
5235,584.5,211.5,43,27
5236,4.5,237.5,51,45
5236,74.5,236.5,60,37
5236,471.5,291.5,119,40
5238,231.5,68.5,218,69
5238,584.5,70.5,57,23
5240,60.5,16.5,86,117
5241,390.5,259.5,77,29
5243,44.5,234.5,23,25
5243,191.5,147.5,102,103
5243,255.5,122.5,32,24
5243,328.5,121.5,68,41
5244,0.5,326.5,64,58
5244,165.5,166.5,37,31
5246,670.5,32.5,41,24
5248,478.5,71.5,36,29
5249,364.5,92.5,26,25
5249,385.5,106.5,56,23
5249,480.5,153.5,70,23
5249,564.5,99.5,109,85
5250,558.5,101.5,35,39
5251,0.5,449.5,38,31
5252,199.5,255.5,58,30
5252,218.5,195.5,38,43
5252,376.5,195.5,33,28
5252,433.5,236.5,47,34
5252,573.5,254.5,58,35
5252,610.5,291.5,44,23
5253,0.5,62.5,61,69
5253,0.5,89.5,150,145
5253,137.5,151.5,192,151
5253,185.5,56.5,28,23
5253,316.5,158.5,135,135
5253,590.5,121.5,31,27
5253,674.5,203.5,46,25
5254,338.5,49.5,31,27
5257,280.5,149.5,58,25
5258,0.5,66.5,80,41
5261,42.5,84.5,50,50
5261,82.5,160.5,149,189
5261,210.5,138.5,198,174
5261,389.5,6.5,70,42
5262,0.5,165.5,21,88
5262,0.5,263.5,177,145
5262,45.5,131.5,76,79
5262,144.5,185.5,49,51
5262,193.5,185.5,95,69
5262,253.5,120.5,31,22
5262,374.5,140.5,74,23
5262,486.5,104.5,56,47
5264,206.5,231.5,30,29
5265,616.5,313.5,41,35
5265,693.5,308.5,25,32
5266,304.5,274.5,79,52
5266,328.5,191.5,30,24
5266,356.5,181.5,33,29
5266,377.5,206.5,36,32
5266,471.5,310.5,30,22
5266,542.5,337.5,79,77
5266,592.5,411.5,55,43
5269,447.5,191.5,33,23
5270,151.5,215.5,29,25
5272,571.5,229.5,149,90
5273,75.5,13.5,86,62
5274,214.5,172.5,32,29
5274,547.5,282.5,71,42
5274,643.5,325.5,77,141
